央视卫视,#genre#
兵团卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN126389BESTVSMGSMG9/index.m3u8?AuthInfo=kXVqgwiFNDsA8L8UADdm1g0lb%2BtkfnGmv76VRSC5BUjrd9dcupuLFZtkbnZDW1ncykI0zNYTgRcsAj5Z6uTckA%3D%3D




















湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8


东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8

北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8

浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8

深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8

















CCTV1,P2p://generationnexxxt.com:19806/f1e3bc8a344e49dab603272c8fd2641e$p2p
CCTV2,P2p://generationnexxxt.com:19806/ce08ee69cea5402c99bf285704eac3e5$p2p
CCTV3,P2p://generationnexxxt.com:19806/784f6703531044be9cee14b793948d30$p2p
CCTV4,P2p://generationnexxxt.com:19806/50c3e18e04bf478db59251455cf3d309$p2p
CCTV5,P2p://generationnexxxt.com:19806/7d00bdeddb6c422796e62ae9e8b9398d
CCTV5+,P2p://generationnexxxt.com:19806/65a531aa00057c26dd8d1ccf196a034e
CCTV6,P2p://generationnexxxt.com:19806/3ec70c48b2024e4f9210169aec2914c7
CCTV7,P2p://generationnexxxt.com:19806/e70ef03e57794075962ec3960df5b167
CCTV8,P2p://generationnexxxt.com:19806/65a52e1d00012b4cdd7f3cee366e723b
CCTV9,P2p://generationnexxxt.com:19806/65a52e1d0007b3b6dd7f3e945c727248
CCTV10,P2p://generationnexxxt.com:19806/65a52e1d000c0c0bdd7f3fad13ad7f10
CCTV11,P2p://generationnexxxt.com:19806/65a52e1e0002f04bdd7f414333117e01
CCTV12,P2p://generationnexxxt.com:19806/65a52e1e0008b4e1dd7f42ba38ef4a02
CCTV13,P2p://generationnexxxt.com:19806/65a52dc0000d93bbdd7dd4d235813afb
CCTV14,P2p://generationnexxxt.com:19806/65a52dc1000332e5dd7dd60b29277892
CCTV15,P2p://generationnexxxt.com:19806/65a52dc10008dffbdd7dd78215274e95
CCTV16,P2p://generationnexxxt.com:19806/65a614e0000be91ae104b1833fc057ba
CCTV17,P2p://generationnexxxt.com:19806/65a614e00004fec6e104afbe58b32445








湖南卫视,P2p://generationnexxxt.com:19806/45dc7947c5574ebfb0e68e5d0a537ed0
北京卫视,P2p://generationnexxxt.com:19806/8d7d0547db754c32bca6011693893b40
东方卫视,P2p://generationnexxxt.com:19806/10521db17e054dbeba85448ac091ae64
浙江卫视,P2p://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a
江苏卫视,P2p://generationnexxxt.com:19806/13f3f27751184d95902e5c588264551e

天津卫视,P2p://generationnexxxt.com:19806/0d7fa1ec8c4348e29bc3f09a38ae3691
河北卫视,P2p://generationnexxxt.com:19806/f0390f4cc1fa4b9991338bc6426deb17
黑龙江卫视,P2p://generationnexxxt.com:19806/2f690600a9454710b15b0e90853268c3
辽宁卫视,P2p://generationnexxxt.com:19806/4b1903b35f804f1180a4b346efbabfc9
江西卫视,P2p://generationnexxxt.com:19806/d3548b106a7d45b4972427c3a75135ab
山东卫视,P2p://generationnexxxt.com:19806/be77ccef4df042ab909e0a2586844431
东南卫视,P2p://generationnexxxt.com:19806/00aae4669ca24ddabf43997323ceef8e
湖北卫视,P2p://generationnexxxt.com:19806/7553b94400ac4d85b752579acb37c0ce

深圳卫视,P2p://generationnexxxt.com:19806/b8c8ef10f65649c9a43388d771203f61
广东卫视,P2p://generationnexxxt.com:19806/cf7073fbb4c5490a86aca002247700f9
广西卫视,P2p://generationnexxxt.com:19806/eb435193f43d4c8ca09c9ce477d4d7b9
重庆卫视,P2p://generationnexxxt.com:19806/c173700eaecc412695b37ac062b6abac
云南卫视,P2p://generationnexxxt.com:19806/9203ba029385410793e3f2b7bffb3335























IPV4央视,#genre#


洛阳综合,http://wshls.live.migucloud.com/live/C788MHFD_C0/playlist.m3u8
洛阳科教,http://wshls.live.migucloud.com/live/CXGQPXRK_C0/playlist.m3u8
洛阳文旅,http://wshls.live.migucloud.com/live/FJ7Q9PIT_C0/playlist.m3u8

洛阳综合,http://devlivepull.migucloud.com/live/C788MHFD_C0.flv
洛阳科教,http://devlivepull.migucloud.com/live/CXGQPXRK_C0.flv
洛阳文旅,http://devlivepull.migucloud.com/live/FJ7Q9PIT_C0.flv

河南梨园,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ

河南梨园,http://mywlkj.ddns.net:754/tv/hntv.php?id=hnly
















CCTV1,http://183.135.226.196:4022/rtp/233.50.201.118:5140$浙江电信
CCTV1,http://113.24.136.208:8082/udp/239.1.1.7:8007$山西电信4
CCTV1,http://116.179.130.242:6000/rtp/226.0.2.153:9136$山西联通
CCTV1,http://182.32.160.10:9997/udp/239.21.1.120:5002$山东电信
CCTV2,http://183.135.226.196:4022/rtp/233.50.201.119:5140$浙江电信
CCTV2,http://113.24.136.208:8082/udp/239.1.1.8:8008$山西电信
CCTV2,http://116.179.130.242:6000/rtp/226.0.2.154:9144$山西联通
CCTV2,http://182.32.160.10:9997/udp/239.21.1.151:5002$山东电信
CCTV3,http://183.135.226.196:4022/rtp/233.50.201.196:5140$浙江电信
CCTV3,http://113.24.136.208:8082/udp/239.1.1.9:8009$山西电信
CCTV3,http://116.179.130.242:6000/rtp/226.0.2.208:9576$山西联通
CCTV3,http://182.32.160.10:9997/udp/239.21.2.45:5002$山东电信
CCTV3,http://118.254.201.65:8888/udp/239.76.253.153:9000$长沙电信
CCTV4,http://113.24.136.208:8082/udp/239.1.1.10:8010$山西电信
CCTV4,http://116.179.130.242:6000/rtp/226.0.2.156:9160$山西联通
CCTV4,http://182.32.160.10:9997/udp/239.21.1.154:5002$山东电信
CCTV5,http://183.135.226.196:4022/rtp/233.50.201.197:5140$浙江电信
CCTV5,http://113.24.136.208:8082/udp/239.1.1.11:8011$山西电信
CCTV5,http://116.179.130.242:6000/rtp/226.0.2.209:9584$山西联通
CCTV5,http://182.32.160.10:9997/udp/239.21.2.46:5002$山东电信
CCTV6,http://183.135.226.196:4022/rtp/233.50.201.198:5140$浙江电信
CCTV6,http://113.24.136.208:8082/udp/239.1.1.13:8013$山西电信
CCTV6,http://116.179.130.242:6000/rtp/226.0.2.210:9592$山西联通
CCTV6,http://182.32.160.10:9997/udp/239.21.2.47:5002$山东电信
CCTV7,http://183.135.226.196:4022/rtp/233.50.201.120:5140$浙江电信
CCTV7,http://116.179.130.242:6000/rtp/226.0.2.159:9184$山西联通
CCTV7,http://182.32.160.10:9997/udp/239.21.1.152:5002$山东电信
CCTV8,http://183.135.226.196:4022/rtp/233.50.201.199:5140$浙江电信
CCTV8,http://113.24.136.208:8082/udp/239.1.1.15:8015$山西电信
CCTV8,http://116.179.130.242:6000/rtp/226.0.2.211:9600$山西联通
CCTV8,http://182.32.160.10:9997/udp/239.21.2.48:5002$山东电信
CCTV9,http://183.135.226.196:4022/rtp/233.50.201.121:5140$浙江电信
CCTV9,http://113.24.136.208:8082/udp/239.1.1.16:8016$山西电信
CCTV9,http://116.179.130.242:6000/rtp/226.0.2.161:9200$山西联通
CCTV9,http://182.32.160.10:9997/udp/239.21.1.153:5002$山东电信
CCTV10,http://183.135.226.196:4022/rtp/233.50.201.122:5140$浙江电信
CCTV10,http://113.24.136.208:8082/udp/239.1.1.17:8017$山西电信
CCTV10,http://116.179.130.242:6000/rtp/226.0.2.162:9208$山西联通
CCTV10,http://182.32.160.10:9997/udp/239.21.1.155:5002$山东电信
CCTV11,http://182.32.160.10:9997/udp/239.21.2.2:5002$山东电信
CCTV12,http://183.135.226.196:4022/rtp/233.50.201.123:5140$浙江电信
CCTV12,http://113.24.136.208:8082/udp/239.1.1.19:8019$山西电信
CCTV12,http://116.179.130.242:6000/rtp/226.0.2.164:9224$山西联通
CCTV12,http://182.32.160.10:9997/udp/239.21.1.156:5002$山东电信
CCTV13,http://183.135.226.196:4022/rtp/233.50.201.246:5140$浙江电信
CCTV13,http://113.24.136.208:8082/udp/239.1.1.20:8020$山西电信
CCTV13,http://116.179.130.242:6000/rtp/226.0.2.165:9232$山西联通
CCTV13,http://182.32.160.10:9997/udp/239.21.2.3:5002$山东电信
CCTV14,http://183.135.226.196:4022/rtp/233.50.201.124:5140$浙江电信
CCTV14,http://113.24.136.208:8082/udp/239.1.1.21:8021$山西电信
CCTV14,http://116.179.130.242:6000/rtp/226.0.2.166:9240$山西联通
CCTV15,http://182.32.160.10:9997/udp/239.21.2.4:5002$山东电信
CCTV16,http://183.135.226.196:4022/rtp/233.50.201.192:5140$浙江电信
CCTV16,http://116.179.130.242:6000/rtp/226.0.2.169:9264$山西联通
CCTV16,http://182.32.160.10:9997/udp/239.21.2.51:5002$山东电信
CCTV16,http://113.24.136.227:8082/udp/239.1.1.122:8122
CCTV17,http://113.24.136.227:8082/udp/239.1.1.23:8023$山西电信
CCTV17,http://116.179.130.242:6000/rtp/226.0.2.170:9272$山西联通
CCTV17,http://182.32.160.10:9997/udp/239.21.1.186:5002$山东电信








CCTV1,http://116.128.243.121:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV2,http://116.128.243.121:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV3,http://116.128.243.121:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV4,http://116.128.243.121:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV5,http://116.128.243.121:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV5+,http://116.128.243.121:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV6,http://116.128.243.121:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV7,http://116.128.243.121:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV8,http://116.128.243.121:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV9,http://116.128.243.121:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV10,http://116.128.243.121:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV11,http://116.128.243.121:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV12,http://116.128.243.121:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV13,http://116.128.243.121:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV14,http://116.128.243.121:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通
CCTV15,http://116.128.243.121:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$长沙联通


CCTV1,http://58.210.23.42:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV2,http://58.210.23.42:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV3,http://58.210.23.42:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV4,http://58.210.23.42:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV5,http://58.210.23.42:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV6,http://58.210.23.42:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV7,http://58.210.23.42:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV8,http://58.210.23.42:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV9,http://58.210.23.42:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV10,http://58.210.23.42:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV12,http://58.210.23.42:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV13,http://58.210.23.42:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信
CCTV14,http://58.210.23.42:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$江苏电信


CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV2,http://58.220.219.14:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV3,http://58.220.219.14:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV4,http://58.220.219.14:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV5,http://58.220.219.14:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV6,http://58.220.219.14:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV7,http://58.220.219.14:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV8,http://58.220.219.14:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV9,http://58.220.219.14:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV10,http://58.220.219.14:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV12,http://58.220.219.14:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV13,http://58.220.219.14:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信
CCTV14,http://58.220.219.14:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$扬州电信






CCTV1,http://123.101.98.20:9898/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV2,http://123.101.98.20:9898/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV3,http://123.101.98.20:9898/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV4,http://123.101.98.20:9898/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV5,http://123.101.98.20:9898/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV5+,http://222.173.134.150:8888/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://117.141.149.101:4431/tsfile/live/faacts/0006_1.m3u8
CCTV6,http://1.30.18.218:20080/hls/6/index.m3u8
CCTV7,http://123.101.98.20:9898/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV8,http://123.101.98.20:9898/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV9,http://123.101.98.20:9898/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV10,http://123.101.98.20:9898/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV11,http://123.101.98.20:9898/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV12,http://123.101.98.20:9898/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV13,http://123.101.98.20:9898/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV14,http://123.101.98.20:9898/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV15,http://123.101.98.20:9898/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV17,http://123.101.98.20:9898/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$河南电信








CCTV1,http://58.19.182.187:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV2,http://58.19.182.187:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV3,http://58.19.182.187:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV4,http://58.19.182.187:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV5,http://58.19.182.187:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV5+,http://58.19.182.187:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV6,http://58.19.182.187:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV7,http://58.19.182.187:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV8,http://58.19.182.187:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV9,http://58.19.182.187:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV10,http://58.19.182.187:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV11,http://58.19.182.187:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV12,http://58.19.182.187:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV13,http://58.19.182.187:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV14,http://58.19.182.187:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2
CCTV17,http://58.19.182.187:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$湖北联通2










怀旧剧场,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV-HJJC.flv
怀旧剧场,http://huangfeiyan.top/zb/CCTV-HJJC.m3u8
怀旧剧场,http://1.95.63.93:1024/zb/CCTV-HJJC.m3u8


怀旧剧场,https://tv.iill.top/live/hjjc
怀旧剧场,https://www.sxtv.top/cctv.php?id=hjjc
怀旧剧场,http://dp.sxtv.top:88/live/gudou.php?id=hjjc












央视备用,#genre#




洛阳综合,http://wshls.live.migucloud.com/live/C788MHFD_C0/playlist.m3u8
洛阳科教,http://wshls.live.migucloud.com/live/CXGQPXRK_C0/playlist.m3u8
洛阳文旅,http://wshls.live.migucloud.com/live/FJ7Q9PIT_C0/playlist.m3u8

洛阳综合,http://devlivepull.migucloud.com/live/C788MHFD_C0.flv
洛阳科教,http://devlivepull.migucloud.com/live/CXGQPXRK_C0.flv
洛阳文旅,http://devlivepull.migucloud.com/live/FJ7Q9PIT_C0.flv

河南梨园,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ

河南梨园,http://mywlkj.ddns.net:754/tv/hntv.php?id=hnly












CCTV1-综合,http://1.95.63.93:1024/zb/CCTV1.m3u8
CCTV2-财经,http://1.95.63.93:1024/zb/CCTV2.m3u8
CCTV3-综艺,http://1.95.63.93:1024/zb/CCTV3.m3u8
CCTV4-中文国际,http://1.95.63.93:1024/zb/CCTV4.m3u8
CCTV5-体育,http://1.95.63.93:1024/zb/CCTV5.m3u8
CCTV5＋,http://1.95.63.93:1024/zb/CCTV5+.m3u8
CCTV6-电影,http://1.95.63.93:1024/zb/CCTV6.m3u8
CCTV7-国防军事,http://1.95.63.93:1024/zb/CCTV7.m3u8
CCTV8-电视剧,http://1.95.63.93:1024/zb/CCTV8.m3u8
CCTV9-纪录,http://1.95.63.93:1024/zb/CCTV9.m3u8
CCTV10-科教,http://1.95.63.93:1024/zb/CCTV10.m3u8
CCTV11-戏曲,http://1.95.63.93:1024/zb/CCTV11.m3u8
CCTV12-社会与法,http://1.95.63.93:1024/zb/CCTV12.m3u8
CCTV13--新闻,http://1.95.63.93:1024/zb/CCTV13.m3u8
CCTV14-少儿,http://1.95.63.93:1024/zb/CCTV14.m3u8
CCTV15-音乐,http://1.95.63.93:1024/zb/CCTV15.m3u8
CCTV17-农业农村,http://1.95.63.93:1024/zb/CCTV17.m3u8

CCTV-怀旧剧场,http://1.95.63.93:1024/zb/CCTV-HJJC.m3u8




CCTV1-综合,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV1.flv
CCTV2-财经,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV2.flv
CCTV3-综艺,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV3.flv
CCTV4-中文国际,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV4.flv
CCTV5-体育,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV5.flv
CCTV5＋,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV5+.flv
CCTV6-电影,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV6.flv
CCTV7-国防军事,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV7.flv
CCTV8-电视剧,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV8.flv
CCTV9-纪录,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV9.flv
CCTV10-科教,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV10.flv
CCTV11-戏曲,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV11.flv
CCTV12-社会与法,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV12.flv
CCTV13--新闻,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV13.flv
CCTV14-少儿,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV14.flv
CCTV15-音乐,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV15.flv
CCTV17-农业农村,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV17.flv

CCTV-怀旧剧场,http://x4b5tgke5a.nm001.z-j.top/zb/CCTV-HJJC.flv




CCTV1-综合,http://huangfeiyan.top/zb/CCTV1.m3u8
CCTV2-财经,http://huangfeiyan.top/zb/CCTV2.m3u8
CCTV3-综艺,http://huangfeiyan.top/zb/CCTV3.m3u8
CCTV4-中文国际,http://huangfeiyan.top/zb/CCTV4.m3u8
CCTV5-体育,http://huangfeiyan.top/zb/CCTV5.m3u8
CCTV5＋,http://huangfeiyan.top/zb/CCTV5+.m3u8
CCTV6-电影,http://huangfeiyan.top/zb/CCTV6.m3u8
CCTV7-国防军事,http://huangfeiyan.top/zb/CCTV7.m3u8
CCTV8-电视剧,http://huangfeiyan.top/zb/CCTV8.m3u8
CCTV9-纪录,http://huangfeiyan.top/zb/CCTV9.m3u8
CCTV10-科教,http://huangfeiyan.top/zb/CCTV10.m3u8
CCTV11-戏曲,http://huangfeiyan.top/zb/CCTV11.m3u8
CCTV12-社会与法,http://huangfeiyan.top/zb/CCTV12.m3u8
CCTV13--新闻,http://huangfeiyan.top/zb/CCTV13.m3u8
CCTV14-少儿,http://huangfeiyan.top/zb/CCTV14.m3u8
